0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.5428233399355069,-1.1702044239162908,,0.2665707664323771,0.5001303791274972,-0.6051152456712998,0.6065119902227104,,1.158778200954953,-0.5425600435859664,-2.28090923318774,-1.2064058327178626,-0.18603772727583148,-0.814218768235825,0.6332245752508245,-1.2141289988542334,,1.4535423513407613,0.9390843102700227,0.4854551089813221
-0.5145118915030382,0.4897823670936853,0.9560436289181711,-0.6705422448096879,-0.6577237531980245,,3.514612988118953,,2.3799281494107682,0.2916937497933113,1.1503530827894983,1.1049119704725952,0.39271693601972,-0.8047799140088395,0.7599501157066244,0.9028540236120207,,0.027333170983163957,1.0814040100450402,1.7054228546474535
-0.7374645876106752,0.5608307259352532,-0.04076480262526189,-0.4584119616558159,-0.24868407241807336,,1.6084438440161462,,1.5467780430467775,1.7630401553627253,0.4900147629643113,-0.3416432419816355,0.6282263096951197,0.007253893397612705,,-0.5136744166033684,,1.3624554595627976,-0.7210842813345556,0.25987913190221773
0.263415649178045,-0.7557703234597976,,0.06772129244646057,1.1354318796952865,-0.244515440118781,-0.5362881395118418,,-0.8802962989992296,0.6451197546051464,0.018257232071693996,2.9715584389753094,0.523249728283012,1.946713606252947,-0.4751457221253172,0.6032516717557939,,-1.079134637117143,-0.7561676287027576,-0.8349424623917202
1.3797482344511975,0.31399313369616777,,0.45661434783231575,-1.4291845173268138,,-0.20721168718222488,,-0.16006568541120827,-0.513267433113338,-0.018058810686523312,-0.08166077110347505,0.4260843527473887,-0.8137029033802724,,-1.268535631400633,,-0.15736817172081158,-0.6114491447298716,1.7410365163838923
-0.44214187618233597,-1.5793719546712415,-1.473476301376895,0.5565904450686551,-0.12077994796414813,-0.0819253067778821,-2.835974934269932,,-1.966042259724699,0.07444591576617299,0.4341749579256925,1.0466063884793426,-0.9985280591502982,1.8035827006640286,1.1647833748712104,-1.6472882913261133,,-1.6053867713318213,-2.0164700050849618,0.33343836154009665
0.37106992543453093,-1.298993941553476,2.615996064765853,-1.561466172758769,-0.48528796123586304,1.384084960825443,1.0953540296238922,,1.3266487044269717,0.5034756541162051,0.34264891833941336,1.3072598319986304,-1.24309600766733,1.4462185185873795,1.0373016823644552,2.1014875125484167,-0.7798607633126564,-0.506092477885704,-0.692852698896348,1.73960500375774
-0.41980402566857566,2.1382207097299433,1.6318442110149944,-0.06928329920034307,-0.17047231355273196,,1.0188253312780962,-0.9231040712523929,-0.6747284185722393,-0.2969846732331846,0.40798407724680147,0.34529853888182216,1.9566468736301172,-0.01907503711496893,-0.5394331527969314,0.023631758399581888,,-1.132927905147605,0.17063593640547733,-2.5535464590505907
0.331398908828786,0.12487172276565683,-0.9340555186236866,1.1423094537254121,-2.644786152132965,0.24543278726972684,-1.753331572775032,1.701916215359419,-1.7487820925264101,0.7537361643574821,0.6436959423615635,0.28899081106345137,-1.2710837873019372,1.1573265292504433,,-0.9035196413234423,,0.9915965650641155,-1.21222764444005,-0.9813918776666674
-0.6141592073052359,-0.8084921877839953,0.7606200818440074,-0.6533759047517214,2.5306370178188486,,0.7930937221791471,-0.641386574951646,1.2766722234806296,1.5148472246858817,0.0068644511181831765,-0.14481040548022844,-0.2484160156971684,-0.20357044802419,0.8960547543765209,-0.06856697604927005,,-0.03604965157063186,1.3041568261476495,0.09800893952504638
